issue,word,pages
147,mainly,"5, 11"
147,major,15
147,make,6
147,make,"3, 8, 10-13, 19"
147,maker,14
147,makers,6
147,makers,3
147,making,10-11
147,males,17
147,mall,10
147,mammoth,15
147,man,"4, 17"
147,managed,"2, 7"
147,manchester,3
147,mans,"4, 6"
147,manufacturershand,7
147,many,"4-10, 12-13"
147,maps,19
147,marc,4
147,march,"17, 20"
147,marcus,5
147,margaret,2
147,maria,18
147,maria,20
147,maritime,15
147,market,"2-3, 12"
147,martin,"4, 14-15"
147,mary,15
147,mass-,12
147,master,3
147,master,6
147,master,15
147,masterpiece,19
147,matched,18
147,matching,4
147,materials,12
147,matter,16
147,matters,10
147,mature,3
147,mauly,10
147,may,17
147,may,"3, 7, 15, 17, 20"
147,maya,8
147,mayo,15
147,maze,5
147,maze-like,8
147,mcewan,4
147,mean,"15, 17"
147,means,10
147,meet,2
147,meet,"3, 18"
147,meet…,19
147,meeting,"7, 14"
147,meeting,"2-3, 11, 14, 18"
147,meeting,"2, 4, 18"
147,meetings,20
147,melinda,19
147,member,18
147,member,"2-3, 7, 9-10, 18-20"
147,member,"3, 18"
147,member-only,9
147,members,"2, 13"
147,members,9
147,members,"9, 20"
147,members,"2-4, 9"
147,members-only,9
147,memory,17
147,mention,"10-11, 19"
147,mentioned,7
147,message,7
147,messrs,13
147,michael,3
147,michel,20
147,michele,19
147,michelle,8
147,mid,16
147,middle,18
147,mid-ocean,3
147,might,8
147,mike,"6, 8, 11, 16"
147,minds,17
147,mine,3
147,miniature,8
147,miniature,8
147,minor,12
147,minutes,9
147,miss,10
147,miss,"2, 10-11, 13"
147,miss,"10, 20"
147,missing,19
147,missing,18
147,missing,"6, 18-19"
147,missing,12
147,mock,4
147,model,14
147,modern,4
147,moffat,5
147,moments,11
147,monet,16
147,money,12
147,mongol,8
147,monochromatic,8
147,month,"8, 12, 17"
147,monthly,17
147,months,"10, 13"
147,moose,17
147,more,17
147,more,7
147,more,"2-5, 8-10, 13, 19-20"
147,morin,8
147,morning,20
147,morris,12
147,morris,12
147,most,"3, 7-8, 18"
147,mostly,8
147,mostly,8
147,mother,10
147,motor,12
147,motor,10
147,mount,19
147,moved,13
147,moving,17
147,much,18
147,much,"3, 5, 8, 10, 19"
147,museum,15
147,musical,12-13
147,must,"2, 20"
147,muswell,13
147,muted,"7, 10"
147,myself,"8, 11"
147,name,"5, 7, 11, 13, 18-19"
147,national,"5, 15"
147,natural,11
147,nature,3
147,navigate,9
147,near,"3, 19"
147,necessarily,2
147,necessary,18
147,need,"9, 13, 19"
147,needed,9
147,nemesis,15
147,nemesis,15
147,nenova,"3, 15, 20"
147,never,"6-8, 13"
147,new,"2, 9, 14"
147,new,"2-3, 7, 9, 12, 17"
147,new,7
147,newest,8
147,next,16
147,next,"3, 5-6, 17"
147,nice,"2, 8"
147,nicki,"2, 13, 19"
147,nightwatchman,6
147,noble,18
147,none,17
147,non-interlocking,3
147,non-standard,3
147,nor,"3, 17"
147,norgate,14
147,norhill,10
147,normally,17
147,normandy,20
147,northants,2
147,northern,13
147,not,11
147,not,"2-3, 7-11, 13, 17-20"
147,note,"9, 12, 19"
147,notes,10
147,nothing,10
147,noticed,18
147,november,20
147,november,12
147,novice,3
147,now,3
147,now,19
147,now,"2, 15, 17-18"
147,now,"8, 11"
147,number,13
147,number,"2, 9, 13"
147,number,13
147,numbers,5
147,oakdale,5
147,obsessively,7
147,occasional,15
147,occupied,10-11
147,occurred,7
147,odd,5
147,off,"2, 14, 17"
147,offered,7
147,offering,5
147,off-white,10
147,often,4
147,ohms,15
147,old,3
147,old,"3, 5, 7, 18"
147,once,18
147,once,"2, 18"
147,one,10
147,one,11-12
147,one,"6-7, 9-14, 16-19"
147,ones,19
147,onesies,4
147,ong,8
147,online,"4, 19"
147,online,"2-3, 11"
147,only,"16, 18"
147,only,"2, 6, 10, 13, 17-18"
147,onto,18
147,onward,7
147,onwards,9
147,open,"8-9, 13"
147,opening,14
147,opium,15
147,opposite,17
147,option,20
147,order,10
147,ordered,8
147,ordinary,13
147,ordinary,3
147,ordinary,"2, 13"
147,organise,2
147,organised,11
147,organizer,17
147,orgy,6
147,original,19
147,original,"3, 13, 15, 18"
147,other,20
147,other,"2-4, 6-8, 11-12, 14-16, 18-19"
147,others,8
147,others,10
147,otherwise,20
147,our,"2-3, 12, 19"
147,our,"2-3, 7, 12, 17, 19"
147,out,3
147,out,"2-3, 7-8, 10-13, 17-18"
147,outlets,11
147,output,11
147,outstretched,4
147,oval,4
147,over,17
147,over,"3, 7, 10-12, 18"
147,over,7
147,overall,8
147,overcome,"2, 18"
147,overnight,"12, 20"
147,overwhelm,8
147,own,"3, 6, 12"
147,owned,12
147,owner,8
147,pacific,"2, 17"
147,packaging,4
147,paddington,14
147,paddy,6
147,paddys,6
147,page,9-10
147,pages,9
147,paid,10
147,pains,17
147,paint,15
147,painted,8
147,painting,"5, 10, 12, 15"
147,painting,5
147,pair,13
147,palaces,7
147,pall,10
147,parade,13
147,park,2
147,park,20
147,parker,4
147,parley,8
147,parley,8
147,parsnip,3
147,part,"2-4, 7"
147,participate,7
147,particular,13
147,partnership,12
147,party,19
147,party,20
147,party,2-4
147,party,2
147,passed,18
147,passed,3
147,passenger,"14, 16"
147,passengers,14
147,passionate,12
147,pasted,13
147,pastime,4
147,patchwork,5
147,patsy,2
147,pattern,8
147,paying,13
147,payments,20
147,pell,3
147,pells,14
147,pen,5
147,penbleth,17
147,per,20
147,perennially,10
147,perfect,"3, 17"
147,perhaps,"6, 8, 11, 15"
147,perhaps,2
147,period,13
147,person,"4, 8, 16, 20"
147,pete,"3, 7, 14, 20"
147,pete,2
147,peter,2
147,phil,20
147,philately,3
147,phone,20
147,photo,2
147,photo,"6, 13"
147,piano,12
147,picked,19
147,picking,13
147,picture,18
147,picture,16
147,picture,"3, 10-12, 16, 19"
147,picture,8
147,pictures,9
147,pictures,5
147,piece,"5-6, 8, 10, 12-13, 17-19"
147,pieces,15
147,pieces,5
147,pieces,"4-5, 12, 18"
147,pieces,2-19
147,pieces,"1, 3"
147,pieces,"4, 8, 11, 18"
147,pikes,10
147,pin,7
147,pin-up,7
147,pirbright,12
147,place,"2, 8, 17-18"
147,placed,17
147,places,12
147,placing,8
147,plain,19
147,plane,15
147,planes,14
147,planes,3
147,planned,2
147,plant,17
147,plants,19
147,play,"5, 12"
147,please,3
147,please,"7, 9"
147,please,"4, 9, 11, 19-20"
147,pleasure,10
147,plethora,3
147,plough,3
147,plough,3
147,plum,8
147,plum,8
147,plus,20
147,polished,10
147,pollard,"2, 4, 16"
147,pomegranate,5
147,pool,14
147,poole,5
147,popular,"7, 10"
147,popular,4
147,portrait,5
147,possible,20
147,post,2
147,post,7
147,postal,13
147,postcard,"6, 14-15"
147,posted,"11, 13"
147,poster,19
147,poster,"5, 14"
147,poster,"5, 16"
147,post-war,16
147,potatoes,17
147,potter,19
147,poured,18
147,power,17
147,predate,5
147,predictably,11
147,prefer,9
147,premises,11
147,present,17
147,presentation,8
147,presented,8
147,presented,"6, 16"
147,presenting,3
147,preserve,2
147,president,5
147,press,16
147,presumably,16
147,price,11
147,prime,3
147,princely,7
147,print,"5, 15-16"
147,print,16
147,printed,"9, 12-13"
147,printer,12
147,prize,17
147,prize,17
147,prize,2
147,prize,"15, 17"
147,prized,16
147,prizes,17
147,prizes,17
147,probably,13
147,probably,"3, 8, 13, 19"
147,procession,7
147,produce,"11-12, 17"
147,produced,"4, 6, 12, 15"
147,produced,6
147,producing,4
147,product,12
147,product,12
147,products,12
147,programme,"2, 15, 20"
147,project,2
147,projects,16
147,prolific,11
147,promoted,14-16
147,proper,13
147,prospers,18
147,proud,18
147,prove,18
147,proved,"2, 16, 18"
147,provide,"2, 9, 11"
147,providing,9
147,prydderch,"5, 19"
147,public,20
147,published,"4, 9-10"
147,pulled,18
147,pulling,15
147,pulling,3
147,punjab,7
147,purchase,17
147,push,12
147,push-,5
147,pushfit,7
147,push-fit,3
147,push-fit,"3-4, 6, 10, 16"
147,push-fit,4
147,put,"7, 18-19"
147,putting,"2, 18"
147,puzzle,18
147,puzzle,10
147,puzzle,11
147,puzzle,7
147,puzzle,"12, 18-19"
147,puzzle,11
147,puzzle,"2, 7-8, 11, 13, 16, 19"
147,puzzle,"2-8, 10-19"
147,puzzle,"4-6, 8, 10-11, 15-16, 18"
147,puzzle-cutters,10
147,puzzle-cutters,11
147,puzzled,18
147,puzzler,"7, 12, 14, 17"
147,puzzler,8
147,puzzlers,17
147,puzzlers,"2, 17"
147,puzzlers,17
147,puzzles,"8, 12"
147,puzzles,3
147,puzzles,6
147,puzzles,5
147,puzzles,"6, 8, 12-14, 16-17"
147,puzzles,10
147,puzzles,10-11
147,puzzles,"2, 7-8, 10-11"
147,puzzles,"4, 6"
147,puzzles,"2-3, 6-8, 11-14, 16, 19"
147,puzzlewood,5
147,puzzlewood,19
147,puzzling,2
147,puzzling,"3, 17"
147,puzzling,"2, 8, 19"
147,puzzly,"2, 7, 12"
147,qualify,11
147,quality,12
147,quality,11-12
147,quarrel,6
147,quarter,"4, 19"
147,quarterly,2
147,quarterly,2
147,queen,15
147,queen,14
147,question,11
147,questions,10
147,quickly,18
147,quiet,10
147,quite,"2, 4, 13"
147,quo,3
147,rablah,5
147,rablah,5
147,race,15
147,race,14
147,race,15
147,rachael,7
147,raf,14
147,raffle,17
147,rail,16
147,railway,19-20
147,railway,16
147,raised,14
147,raising,12
147,ralph,5
147,random,3
147,range,"8, 10-12"
147,ranging,12
147,ranks,19
147,rare,"4-5, 15"
147,rarely,16
147,rarities,3
147,rate,2
147,rate,"12, 20"
147,rather,"10, 13"
147,read,2
147,read,"2, 9, 18"
147,reading,"2-3, 9"
147,real,"8, 11, 17"
147,realise,13
147,really,8
147,really,"8, 13, 18"
147,reason,"11, 17"
147,reassembled,11
147,receive,17
147,received,"2, 7, 17"
147,reception,20
147,recognised,11
147,recognition,"6, 12"
147,record,"3, 10"
147,rectangular,"3, 13"
147,recycled,12
147,reduced,"11, 16"
147,reference,10-11
147,reference,10
147,referred,"3, 18"
147,refine,12
147,reflect,12
147,refused,18
147,register,9
147,registering,9
147,registration,9
147,regular,5
147,relate,13
147,related,7
147,reliable,15
147,relieved,8
147,remains,"11, 18"
147,reminded,6
147,re-mortgaging,7
147,reni,6
147,repaired,18
147,repeats,2
147,replacement,"8, 15"
147,reproduced,"2, 10"
147,reputable,18
147,rescue,18
147,rescue,15
147,research,3
147,research,"11, 16"
147,research,9
147,resembles,4
147,reservation,20
147,residence,10
147,resident,11-12
147,resource,2
147,response,7
147,responsibility,7
147,responsible,13
147,rest,20
147,result,"12, 17"
147,retired,15
147,return,18
147,reverse,3
147,review,"2, 8"
147,rhenium,17
147,richard,10
147,ridiculous,7
147,rigged,3
147,right,"10, 18-19"
147,risen,2
147,risk,13
147,rivals,5
147,rms,14
147,rnib,14
147,road,20
147,road,11
147,road,"10, 16"
147,road,"10-11, 13, 20"
147,rob,4
147,robs,4
147,rochdale,13
147,rochdale,13
147,rodbertus,18
147,romeo,5
147,room,3
147,room,"4, 10"
147,roomy,16
147,rosenblatt,7
147,rossi,4
147,rotodyne,16
147,round,"18, 20"
147,roundabout,20
147,rowell,"2, 5, 15"
147,royal,"5, 16"
147,rules,13
147,rules,13
147,run,"6, 12-13"
147,running,13
147,russington,13
147,sad,18
147,said,"3, 6, 10, 14, 17-18"
147,said,"3, 18"
147,sailed,15
147,sailor,6
147,saint-lazare,16
147,sale,11
147,sales,7
147,sales,20
147,salesman,18
147,sally,"6, 16, 20"
147,salmon,2
147,same,"3, 10, 17"
147,sami,11
147,san,11
147,satisfied,3
147,saturday,20
147,saw,13
147,saw,18
147,say,"6, 8, 19"
147,scarborough,5
147,scarborough,5
147,scattered,13
147,scene,"8, 16"
147,scenes,5
147,scheme,7
147,schneider,15
147,scientist,17
147,scott,13
147,scrape,5
147,scroll,16
147,sea,15
147,seafield,13
147,seaplane,15
147,seaplane,15
147,search,9
147,searchable,9
147,seaside,5
147,seats,16
147,second,14-17
147,second-hand,12
147,secretary,20
147,section,19
147,section,"2, 19"
147,section,10
147,sections,19
147,see,16
147,see,12
147,see,"2, 17"
147,see,"2, 4, 8, 11-13, 16, 18, 20"
147,seeing,2-3
147,seek,3
147,seeker,8
147,seeking,3
147,seem,"3, 11, 13"
147,seemed,8
147,seen,"13, 16"
147,selected,12
147,sell,2
147,sell,"12, 17"
147,sell,7
147,sellable,12
147,seller,18
147,semi-interlocking,"4, 13, 16"
147,seminal,10
147,send,17
147,sense,8
147,sent,6
147,sepia,7
147,september,20
147,september,"2, 4, 7"
147,series,7
147,series,19
147,serious,17
147,seriously,19
147,servant,10
147,served,15
147,service,"6, 8, 14"
147,set,3
147,set,"4, 12, 14"
147,setbacks,17
147,settled,7
147,several,"4-5, 8, 13, 18"
147,shades,10
147,shady,18
147,shallow,"4, 6"
147,shape,"4, 8"
147,shape,"5, 8"
147,shaped,13
147,share,7
147,share,"7-8, 10"
147,shared,6
147,sharing,19
147,shay,19
147,she,"2-3, 5-6, 18-19"
147,she,"2-3, 6, 10-11, 13, 15, 17-18"
147,she,18
147,shearer,17
147,shearers,"2, 6, 14"
147,shebell,19
147,sheet,9
147,sheffield,5
147,shelf,18
147,shines,18
147,shining,18
147,ship,14
147,ship,5
147,ship,14-15
147,ship,14
147,ships,15
147,shook,18
147,shop,11
147,shoreditch,4
147,shorrock,13
147,shorrock,13
147,short,15
147,short,2
147,shortly,20
147,should,"2, 7"
147,show,"2-5, 14"
147,show,"4, 15"
147,showcase,12
147,showcasing,7
147,showed,"4, 6, 8, 11, 14-16, 18"
147,showing,"6, 10, 14-16"
147,show-stopper,17
147,sibling,17
147,sickbed,7
147,sickness,16
147,side,20
147,sideways,4
147,sight,5-6
147,sign,"11, 20"
147,signed,17
147,silver,15
147,similar,8
147,simon,"2, 5, 15"
147,simple,2-3
147,simply,11
147,simply,6
147,since,"5, 11"
147,single,4
147,sir,5
147,sister,10
147,sister,11
147,sites,3
147,sites,2
147,size,13
147,sizes,8
147,sizes,10
147,sketch,6
147,sleazier,17
147,slightly,5
147,slow,2
147,small,"6, 8, 11-12, 17-18"
147,smaller,"8, 11"
147,smaller,8
147,smallest,6
147,smeeton,6
147,smooth,6
147,smoothly,7
147,snacks,20
147,snowman,3
147,social,8
147,socialising,3
147,soft,"4, 8"
147,sold,"4, 16, 18-19"
147,solely,"7, 11"
147,solid,"4-5, 10"
147,solve,11
147,solvers,19
147,some,"2-3, 5, 7-9, 12-14, 16-18"
147,someone,17
147,sometimes,2
147,sons,4
147,soon,"2, 18"
147,sooner,18
147,sort,"2, 11, 17"
147,sorting,19
147,soul,6
147,sounded,17
147,sounds,17
147,sourced,12
147,south,20
147,southall,15
147,southampton,15
147,southampton,2
147,southern,19
147,southern,"13, 18"
147,space,10
147,spades,10
147,spare,12
147,spasms,17
147,spearmen,7
147,spears,14
147,special,3
147,specialise,3
147,specialise,19
147,specialist,3
147,specialist,3
147,specifically,11
147,specified,11
147,speed,8
147,spending,2
147,splits,8
147,spoke,3
147,spots,18
147,spreadsheet,9
147,spring,20
147,springtime,4
147,sprinkling,8
147,square,11
147,square,10
147,squarish,4
147,stacks,3
147,stadium,14
147,staff,10-11
147,stage,3
147,stamp,3
147,standard,3
147,stands,8
147,start,8
147,start,"7, 9"
147,start,"2, 10"
147,started,"7, 11-12, 17-19"
147,starting,7
147,state,7
147,station,14
147,station,20
147,status,3
147,stay,20
147,stayed,18
147,steadily,2
147,steam,15
147,steamship,15
147,steered,8
147,stefanie,11
147,steffi,18
147,stepped,17
147,still,"8, 18, 20"
147,stimulating,17
147,stimulating,8
147,stock,12
147,stoitzner,4
147,stokes,19-20
147,stone,5
147,stopped,10
147,store,13
147,stored,19
147,stored,10
147,story,4
147,story,18
147,story,6
147,straight,"5, 20"
147,straightish-edged,4
147,strand,12
147,strange,17
147,street,12
147,street,13
147,strength,7
147,strength,7
147,stress,17
147,strictly,17
147,strides,2
147,strip,"4, 6, 16"
147,strip-cut,13
147,stroke,18
147,studdy,6
147,studio,13
147,stumpcraft,7
147,style,"4, 6"
147,style,10-11
147,styles,16
147,subject,11
147,subject,10
147,subject,"6, 16"
147,subject,5
147,subjects,10
147,sublime,7
147,submissions,20
147,submit,7
147,submitted,"3, 16"
147,subscribers,13
147,subscribers,13
147,substantial,7
147,subtle,10
147,successful,"2, 7"
147,such,"2-3, 11-13"
147,sudbury,"4, 14, 20"
147,sudburys,6
147,suggest,"11, 13, 20"
147,suggested,20
147,sulphur,17
147,summer,20
147,sunday,20
147,super,2
147,superb,13
147,superior,12
147,supplemented,13
147,supplementing,9
147,surprising,17
147,surprisingly,14
147,survived,11
147,survived,13
147,suspicion,18
147,sussex,13
147,sustainable,12
147,swann,17
147,swap,17
147,swap,17
147,swap,7
147,swastika,5
147,swell,19
147,swimming,14
147,sympathy,18
147,symptom,17
147,taberer,20
147,table,"18, 20"
147,table,17
147,tables,2
147,take,"3, 7-9, 12, 19-20"
147,taking,17
147,taking,"3, 10"
147,tale,"2, 7, 18-19"
147,talked,16
147,talking,2
147,tasker,5
147,tassell,4
147,taxi,20
147,tayang,8
147,tea,"6, 11"
147,team,"3, 17"
147,teams,17
147,tell,5
147,tell,"2-4, 12, 14"
147,temporary,17
147,ten,"10, 12"
147,tend,"3, 13"
147,terms,13
147,terrible,18
147,terry,20
147,tessellating,8
147,text,"9-10, 19"
147,thames,12
147,thames,12
147,than,"3-4, 6, 9, 13, 18-19"
147,thank,2-3
147,thanks,"2-3, 5"
147,that,8
147,that,18
147,that,"2-3, 5-13, 17-20"
147,that,"3, 18"
147,thats,11
147,the,"4, 10, 12, 16"
147,the,4
147,the,20
147,the,2-20
147,the,2-20
147,theatre,3
147,their,"4, 15"
147,their,"2, 5, 7-8, 11, 13, 15, 18"
147,them,18
147,them,"3-4, 18"
147,theme,"5, 14"
147,theme,20
147,theme,"2-4, 12, 14"
147,themed,12
147,themes,"14, 19"
147,themselves,10
147,then,"3, 6, 10, 18"
147,then…,13
147,there,"3, 18"
147,there,"2, 4-5, 7, 9, 16-17, 20"
147,there,"2-3, 7, 9-11, 13, 18, 20"
147,thereafter,10
147,theres,10
147,these,"4, 9, 13, 16"
147,these,"8, 10-13"
147,these,3
147,they,"5-6, 13, 18"
147,they,"2-3, 5-8, 10-11, 13, 16, 18"
147,theyre,18
147,thick,10
147,thing,"2-3, 14, 17-18"
147,things,18
147,think,8
147,think,"8, 11"
147,thinking,8
147,third,16
147,third,"5, 8, 10, 16-19"
147,thirty,3
147,this,"2, 4-8, 11-13, 15"
147,this,"2-12, 17-20"
147,thistles,5
147,thoroughly,8
147,those,3
147,those,14
147,those,"3, 7, 11"
147,though,19
147,though,17
147,though,12
147,thought,"3, 7, 18"
147,thoughtful,10
147,threat,17
147,three,12
147,three,"2, 4, 6, 10-11, 14, 16, 18"
147,threesies,4
147,thrill,8
147,through,"9, 12"
147,throughout,"2, 10"
147,throw,18
147,thrown,18
147,thug,17
147,thumbnail,9
147,thus,11
147,ticket,17
147,tickets,17
147,tickets,14
147,tied,16
147,time,17
147,time,"2, 8, 13"
147,time,2
147,time,2
147,time,"2-3, 8, 15, 17-18"
147,time,"3, 9, 12-13, 18"
147,times,4
147,timings,2
147,tinted,4
147,tirelessly,18
147,title,"5, 11, 15"
147,title,13
147,tobacconists,11
147,today,7
147,today,18
147,together,"7, 18"
147,together,18
147,together,"2, 8, 10-11, 18-19"
147,tom,11
147,tom,"3-4, 10-11, 14"
147,toms,4
147,tones,8
147,too,18
147,too,10
147,too,"3, 8, 11, 16, 19-20"
147,too,18
147,took,"4, 8, 12"
147,tools,9
147,tools,"5, 9"
147,too-modern,16
147,top,13
147,tops,5
147,tough,8
147,tourist,15
147,towards,3
147,town,4
147,trader,18
147,trading,17
147,traditional,8
147,trafalgar,10
147,trailer,15
147,train,16
147,train,"3, 14-16"
147,train,15
147,trained,5
147,trains,14
147,transaction,7
147,transformed,17
147,transpires,11
147,transport,"3, 14-15, 20"
147,trapezoidal,8
147,travel,"5, 19"
147,travel,19
147,travelling,"7, 12"
147,tray,5
147,treasure,"2, 18"
147,treated,"11, 18"
147,tree,8
147,trembly,5
147,tricks,8
147,triggered,3
147,triptych,10
147,troopship,15
147,trophy,15
147,truro,19
147,try,"7, 10-11, 18"
147,trying,19
147,tuesdays,13
